"","loan_amount","emp_length","home_ownership","income","loan_purpose","debt_to_income","credit_score","recent_inquiry","delinquent","credit_accounts","bad_public_record","credit_utilization","past_bankrupt","outcome"
"30755","MEDIUM","2 - 5 years","OWN","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30756","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30763","LOW","< 2 years","RENT","LOW","moving","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"30766","HIGH","2 - 5 years","RENT","MEDIUM","house","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30767","MEDIUM","< 2 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30770","LOW","2 - 5 years","MORTGAGE","LOW","major_purchase","AVERAGE","LOW","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30774","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30775","MEDIUM","2 - 5 years","RENT","MEDIUM","home_improvement","LOW","HIGH","NO","NEVER","FEW","NO","LOW","NO","repaid"
"30776","LOW","2 - 5 years","RENT","LOW","other","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","FEW","YES","MEDIUM","NO","default"
"30777","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"30781","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","other","LOW","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","repaid"
"30783","MEDIUM","2 - 5 years","RENT","MEDIUM","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"30788","LOW","2 - 5 years","RENT","LOW","major_purchase","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","LOW","NO","repaid"
"30793","MEDIUM","10+ years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","repaid"
"30801","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30802","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30806","HIGH","10+ years","RENT","MEDIUM","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30810","HIGH","< 2 years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","YES","MEDIUM","NO","default"
"30813","MEDIUM","unemployed","RENT","LOW","educational","LOW","HIGH","YES","NEVER","FEW","NO","LOW","NO","default"
"30817","LOW","2 - 5 years","RENT","LOW","other","HIGH","LOW","NO","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","repaid"
"30820","HIGH","10+ years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","YES","MEDIUM","YES","default"
"30829","MEDIUM","6 - 9 years","RENT","MEDIUM","other","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"30830","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","HIGH","LOW","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"30832","LOW","10+ years","MORTGAGE","HIGH","small_business","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30833","LOW","2 - 5 years","RENT","MEDIUM","other","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"30844","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","small_business","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","default"
"30855","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"30858","LOW","2 - 5 years","RENT","MEDIUM","credit_card","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30859","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30862","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","house","LOW","HIGH","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","repaid"
"30864","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30865","LOW","< 2 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30868","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30870","HIGH","2 - 5 years","RENT","HIGH","credit_card","HIGH","HIGH","YES","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"30872","LOW","2 - 5 years","MORTGAGE","MEDIUM","major_purchase","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"30874","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","credit_card","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30876","MEDIUM","10+ years","MORTGAGE","LOW","other","AVERAGE","LOW","NO","IN PAST 2 YEARS","FEW","NO","HIGH","NO","default"
"30878","LOW","2 - 5 years","MORTGAGE","LOW","debt_consolidation","HIGH","LOW","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30880","LOW","2 - 5 years","RENT","MEDIUM","other","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"30885","MEDIUM","6 - 9 years","RENT","HIGH","debt_consolidation","HIGH","HIGH","YES","NEVER","FEW","NO","LOW","NO","repaid"
"30897","MEDIUM","10+ years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","YES","HIGH","YES","repaid"
"30902","MEDIUM","unemployed","RENT","LOW","major_purchase","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30903","MEDIUM","< 2 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30904","HIGH","6 - 9 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"30907","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30914","MEDIUM","2 - 5 years","RENT","MEDIUM","other","AVERAGE","LOW","NO","NEVER","MANY","NO","HIGH","NO","default"
"30915","MEDIUM","2 - 5 years","RENT","LOW","wedding","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"30918","LOW","< 2 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"30926","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"30929","HIGH","10+ years","RENT","HIGH","debt_consolidation","AVERAGE","HIGH","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"30930","LOW","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","YES","HIGH","YES","repaid"
"30937","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"30941","LOW","6 - 9 years","RENT","MEDIUM","major_purchase","AVERAGE","LOW","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"30944","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"30952","MEDIUM","10+ years","OWN","MEDIUM","other","HIGH","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"30955","MEDIUM","10+ years","RENT","MEDIUM","other","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"30957","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"30959","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30961","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","YES","MEDIUM","NO","default"
"30964","LOW","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"30965","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"30967","MEDIUM","6 - 9 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30977","MEDIUM","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"30978","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","repaid"
"30981","MEDIUM","10+ years","RENT","LOW","other","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"30988","MEDIUM","< 2 years","RENT","MEDIUM","other","LOW","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","HIGH","NO","default"
"30992","LOW","2 - 5 years","RENT","MEDIUM","vacation","LOW","LOW","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"30993","LOW","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","repaid"
"30997","MEDIUM","unemployed","RENT","LOW","other","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"31002","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"31003","LOW","2 - 5 years","RENT","MEDIUM","major_purchase","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31010","LOW","< 2 years","RENT","LOW","credit_card","HIGH","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","repaid"
"31012","MEDIUM","< 2 years","RENT","LOW","other","AVERAGE","HIGH","YES","NEVER","FEW","NO","LOW","NO","repaid"
"31013","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","LOW","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"31014","LOW","10+ years","OWN","MEDIUM","educational","HIGH","HIGH","YES","MORE THAN 2 YEARS AGO","FEW","NO","LOW","NO","repaid"
"31016","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31024","LOW","6 - 9 years","RENT","LOW","major_purchase","AVERAGE","LOW","NO","NEVER","FEW","NO","HIGH","NO","default"
"31029","HIGH","2 - 5 years","MORTGAGE","MEDIUM","medical","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"31050","LOW","2 - 5 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"31054","HIGH","10+ years","MORTGAGE","HIGH","credit_card","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31055","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31061","MEDIUM","unemployed","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"31065","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"31073","MEDIUM","2 - 5 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31075","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"31076","MEDIUM","6 - 9 years","RENT","MEDIUM","major_purchase","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"31083","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"31086","MEDIUM","10+ years","MORTGAGE","MEDIUM","credit_card","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","YES","MEDIUM","YES","repaid"
"31091","LOW","6 - 9 years","MORTGAGE","MEDIUM","home_improvement","LOW","HIGH","NO","NEVER","FEW","NO","LOW","NO","repaid"
"31098","MEDIUM","6 - 9 years","RENT","LOW","major_purchase","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"31100","HIGH","2 - 5 years","RENT","MEDIUM","credit_card","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"31107","MEDIUM","6 - 9 years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","default"
"31113","HIGH","< 2 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"31115","MEDIUM","6 - 9 years","RENT","HIGH","other","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","MANY","NO","HIGH","NO","repaid"
"31124","LOW","< 2 years","RENT","LOW","major_purchase","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"31125","LOW","2 - 5 years","RENT","MEDIUM","other","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","LOW","NO","default"
"31130","LOW","2 - 5 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"31143","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","LOW","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"31146","LOW","unemployed","RENT","LOW","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"31150","LOW","2 - 5 years","RENT","MEDIUM","wedding","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","repaid"
"31151","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31152","LOW","2 - 5 years","MORTGAGE","LOW","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"31158","MEDIUM","2 - 5 years","OWN","MEDIUM","major_purchase","HIGH","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","HIGH","NO","repaid"
"31161","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","default"
"31170","LOW","2 - 5 years","RENT","LOW","small_business","AVERAGE","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"31172","LOW","2 - 5 years","RENT","MEDIUM","house","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"31183","LOW","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","LOW","LOW","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","default"
"31186","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31187","HIGH","2 - 5 years","RENT","HIGH","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31191","MEDIUM","10+ years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31193","HIGH","6 - 9 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"31196","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","FEW","YES","MEDIUM","YES","repaid"
"31199","MEDIUM","2 - 5 years","MORTGAGE","LOW","home_improvement","LOW","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","LOW","NO","default"
"31200","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","LOW","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"31201","MEDIUM","< 2 years","RENT","MEDIUM","other","LOW","HIGH","NO","NEVER","FEW","NO","LOW","NO","repaid"
"31209","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"31230","HIGH","10+ years","MORTGAGE","HIGH","major_purchase","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","LOW","NO","repaid"
"31231","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31239","LOW","2 - 5 years","RENT","MEDIUM","educational","LOW","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"31242","LOW","< 2 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"31244","LOW","2 - 5 years","RENT","MEDIUM","other","LOW","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"31247","MEDIUM","2 - 5 years","OWN","MEDIUM","other","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","repaid"
"31251","LOW","< 2 years","RENT","LOW","educational","HIGH","LOW","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"31258","LOW","6 - 9 years","OWN","MEDIUM","other","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"31264","HIGH","2 - 5 years","MORTGAGE","HIGH","small_business","LOW","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"31272","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31274","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"31275","HIGH","10+ years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"31277","LOW","< 2 years","RENT","LOW","other","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"31280","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"31281","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31285","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","major_purchase","LOW","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"31305","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"31309","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"31314","MEDIUM","2 - 5 years","RENT","MEDIUM","house","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","FEW","YES","LOW","YES","default"
"31315","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"31316","LOW","unemployed","RENT","MEDIUM","other","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"31317","MEDIUM","2 - 5 years","RENT","LOW","small_business","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"31319","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31324","LOW","2 - 5 years","RENT","LOW","other","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"31329","LOW","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","LOW","NO","repaid"
"31340","MEDIUM","unemployed","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"31346","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31359","MEDIUM","2 - 5 years","MORTGAGE","HIGH","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"31365","MEDIUM","10+ years","RENT","MEDIUM","credit_card","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"31366","HIGH","< 2 years","RENT","MEDIUM","other","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"31367","MEDIUM","10+ years","MORTGAGE","HIGH","major_purchase","LOW","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"31373","MEDIUM","10+ years","MORTGAGE","HIGH","home_improvement","LOW","HIGH","YES","NEVER","FEW","NO","LOW","NO","repaid"
"31378","HIGH","10+ years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"31380","MEDIUM","10+ years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"31381","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"31384","MEDIUM","6 - 9 years","MORTGAGE","HIGH","home_improvement","LOW","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"31388","HIGH","10+ years","OWN","MEDIUM","wedding","HIGH","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"31390","MEDIUM","10+ years","MORTGAGE","HIGH","other","LOW","HIGH","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"31392","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"31394","HIGH","2 - 5 years","RENT","MEDIUM","other","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"31404","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","LOW","HIGH","NO","NEVER","MANY","NO","LOW","NO","default"
"31405","MEDIUM","10+ years","MORTGAGE","MEDIUM","small_business","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"31409","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"31411","MEDIUM","10+ years","OWN","HIGH","small_business","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"31418","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"31419","LOW","< 2 years","RENT","LOW","medical","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"31423","LOW","unemployed","OWN","HIGH","other","LOW","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"31425","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"31426","LOW","10+ years","RENT","HIGH","car","AVERAGE","LOW","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
